species_original,species_clean,tree_label,PC1_thermal,PC2_precipitation,mahalanobis_d2,inside_50_core,inside_80_core,inside_95_core,closest_core_level
Synallaxis hypospodia,synallaxis hypospodia,synallaxis_hypospodia,0.6371905094529866,0.0755508855269721,0.2801100805147975,TRUE,TRUE,TRUE,50%
Cranioleuca albiceps,cranioleuca albiceps,cranioleuca_albiceps,-0.8890192848938895,0.8213018788402539,0.28051214966076743,TRUE,TRUE,TRUE,50%
Gerygone mouki,gerygone mouki,gerygone_mouki,-1.42066459634212,-0.10217887060676319,0.2805456266054621,TRUE,TRUE,TRUE,50%
Metallura tyrianthina,metallura tyrianthina,metallura_tyrianthina,-1.377304985417541,0.17776230327974316,0.2809653936323064,TRUE,TRUE,TRUE,50%
Scytalopus altirostris,scytalopus altirostris,scytalopus_altirostris,-1.181027950944079,0.5712293566355678,0.2809990686646422,TRUE,TRUE,TRUE,50%
Myiagra cyanoleuca,myiagra cyanoleuca,myiagra_cyanoleuca,-1.4232444727321296,-0.1439779577532642,0.2812606362580585,TRUE,TRUE,TRUE,50%
Egretta vinaceigula,egretta vinaceigula,egretta_vinaceigula,-1.2869099699273638,0.4095578629087365,0.28153299006733745,TRUE,TRUE,TRUE,50%
Turdus haplochrous,turdus haplochrous,turdus_haplochrous,0.3431548672110168,0.5850855942502875,0.2819797372471507,TRUE,TRUE,TRUE,50%
Columbina squammata,columbina squammata,columbina_squammata,0.6907407727205189,-0.13897211213269334,0.2819815871699441,TRUE,TRUE,TRUE,50%
Cincloramphus mariae,cincloramphus mariae,cincloramphus_mariae,0.549307884043792,0.29494182980650707,0.28201415046280753,TRUE,TRUE,TRUE,50%
Pionus tumultuosus,pionus tumultuosus,pionus_tumultuosus,-0.7994991486696089,0.8688292179190775,0.28209799373579475,TRUE,TRUE,TRUE,50%
Modulatrix stictigula,modulatrix stictigula,modulatrix_stictigula,-0.818325662518717,0.8607821310802609,0.28216808021615924,TRUE,TRUE,TRUE,50%
Cranioleuca antisiensis,cranioleuca antisiensis,cranioleuca_antisiensis,-1.4035370652817627,0.07514993097815324,0.28222843879400455,TRUE,TRUE,TRUE,50%
Francolinus pictus,francolinus pictus,francolinus_pictus,-0.11182995781355361,0.885874145455355,0.2822746123963602,TRUE,TRUE,TRUE,50%
Atlapetes nigrifrons,atlapetes nigrifrons,atlapetes_nigrifrons,-0.413285717012268,0.9420457462791897,0.2823877521818242,TRUE,TRUE,TRUE,50%
Hedydipna metallica,hedydipna metallica,hedydipna_metallica,-1.2263086619653913,-0.869551226069556,0.28239826156417236,TRUE,TRUE,TRUE,50%
Laniarius fuelleborni,laniarius fuelleborni,laniarius_fuelleborni,-0.8331755996240491,0.854800637974879,0.282529463454143,TRUE,TRUE,TRUE,50%
Cinnyris oustaleti,cinnyris oustaleti,cinnyris_oustaleti,-0.7605328500038779,0.885440697069822,0.28261038145871975,TRUE,TRUE,TRUE,50%
Pachyramphus versicolor,pachyramphus versicolor,pachyramphus_versicolor,0.7004512889300606,-0.20254473863319897,0.28291849195359553,TRUE,TRUE,TRUE,50%
Anthus similis,anthus similis,anthus_similis,-1.4202058927465966,-0.2925150560535356,0.28301324954723167,TRUE,TRUE,TRUE,50%
Falco cuvierii,falco cuvierii,falco_cuvierii,0.7053839361671118,-0.4182561649131612,0.2832368604719298,TRUE,TRUE,TRUE,50%
Antrostomus sericocaudatus,antrostomus sericocaudatus,antrostomus_sericocaudatus,0.5234010279648929,0.3472104234711325,0.28339131310852916,TRUE,TRUE,TRUE,50%
Grallaria saltuensis,grallaria saltuensis,grallaria_saltuensis,-0.633560106549854,0.9244680603009047,0.28361041744290855,TRUE,TRUE,TRUE,50%
Alectrurus tricolor,alectrurus tricolor,alectrurus_tricolor,0.05468081377100886,0.8148102836859968,0.2838435236880766,TRUE,TRUE,TRUE,50%
Zanda baudinii,zanda baudinii,zanda_baudinii,-1.0510224257944945,-1.1009949418140295,0.28395205555047875,TRUE,TRUE,TRUE,50%
Premnoplex brunnescens,premnoplex brunnescens,premnoplex_brunnescens,0.6424382497944922,0.08294010949796578,0.28400299953727315,TRUE,TRUE,TRUE,50%
Geositta peruviana,geositta peruviana,geositta_peruviana,-1.2355864196441875,-0.8603777518441258,0.2841051583685748,TRUE,TRUE,TRUE,50%
Edolisoma anale,edolisoma anale,edolisoma_anale,0.5172013226971942,0.3605786161542822,0.28415383245940956,TRUE,TRUE,TRUE,50%
Campylopterus calcirupicola,campylopterus calcirupicola,campylopterus_calcirupicola,0.08962908238400977,0.7955720965663277,0.28421562269398365,TRUE,TRUE,TRUE,50%
Gallinago nigripennis,gallinago nigripennis,gallinago_nigripennis,-1.4294132661707153,-0.1618601104814862,0.28447055353309453,TRUE,TRUE,TRUE,50%
Lewinia pectoralis,lewinia pectoralis,lewinia_pectoralis,0.7018726158127981,-0.18734575076648077,0.28453696800687495,TRUE,TRUE,TRUE,50%
Geopelia humeralis,geopelia humeralis,geopelia_humeralis,-1.425909408677463,-0.2601224725832579,0.2845630889195353,TRUE,TRUE,TRUE,50%
Coeligena consita,coeligena consita,coeligena_consita,-0.450852346096771,0.9475032777271056,0.28486092491633747,TRUE,TRUE,TRUE,50%
Corvus moneduloides,corvus moneduloides,corvus_moneduloides,0.551873130313125,0.3031406568250096,0.28527168839752204,TRUE,TRUE,TRUE,50%
Syndactyla dimidiata,syndactyla dimidiata,syndactyla_dimidiata,0.36954185684478424,0.5678760356865459,0.28605236241314613,TRUE,TRUE,TRUE,50%
Psittacara mitratus,psittacara mitratus,psittacara_mitratus,-1.1430481433897697,0.6330495609178508,0.28624446042292395,TRUE,TRUE,TRUE,50%
Hydrophasianus chirurgus,hydrophasianus chirurgus,hydrophasianus_chirurgus,-0.6335869047444066,0.9302484094609159,0.2862806301419371,TRUE,TRUE,TRUE,50%
Cisticola luapula,cisticola luapula,cisticola_luapula,-1.3219292923121742,0.3605065163530551,0.2864250619397363,TRUE,TRUE,TRUE,50%
Empidonax albigularis,empidonax albigularis,empidonax_albigularis,-1.3002695547844665,0.40605256940991996,0.28666709197125273,TRUE,TRUE,TRUE,50%
Vireo flavoviridis,vireo flavoviridis,vireo_flavoviridis,0.434283328628693,0.4923680399221967,0.2869291556535954,TRUE,TRUE,TRUE,50%
Malaconotus monteiri,malaconotus monteiri,malaconotus_monteiri,-0.039422160024841425,0.868112454624056,0.2870778625938052,TRUE,TRUE,TRUE,50%
Lepidocolaptes leucogaster,lepidocolaptes leucogaster,lepidocolaptes_leucogaster,-1.124142324412132,0.6559883895448219,0.28710105200163505,TRUE,TRUE,TRUE,50%
Knipolegus cabanisi,knipolegus cabanisi,knipolegus_cabanisi,-0.9084582150427627,0.8266395399137276,0.28725795185668546,TRUE,TRUE,TRUE,50%
Melaenornis brunneus,melaenornis brunneus,melaenornis_brunneus,-0.7163767272971486,0.9120526208261546,0.28780634761559354,TRUE,TRUE,TRUE,50%
Pseudoseisura unirufa,pseudoseisura unirufa,pseudoseisura_unirufa,0.2483075994622521,0.6918433467468914,0.2883403400880701,TRUE,TRUE,TRUE,50%
Glaucidium parkeri,glaucidium parkeri,glaucidium_parkeri,0.7175655734063308,-0.33973474264578785,0.28840885644171965,TRUE,TRUE,TRUE,50%
Pheucticus aureoventris,pheucticus aureoventris,pheucticus_aureoventris,-1.345973798087784,0.3176395434271482,0.2889608610787221,TRUE,TRUE,TRUE,50%
Ardeola ralloides,ardeola ralloides,ardeola_ralloides,-1.4244985786648812,-0.35035108002617943,0.2890008096922572,TRUE,TRUE,TRUE,50%
Basileuterus tristriatus,basileuterus tristriatus,basileuterus_tristriatus,0.6422424383919093,0.1129781469236654,0.2890669608154571,TRUE,TRUE,TRUE,50%
Acrocephalus gracilirostris,acrocephalus gracilirostris,acrocephalus_gracilirostris,-1.438778888938551,-0.18317561227961765,0.28957832264056593,TRUE,TRUE,TRUE,50%
Microspingus trifasciatus,microspingus trifasciatus,microspingus_trifasciatus,-0.8476786689924473,0.8645649713249065,0.2896595176410437,TRUE,TRUE,TRUE,50%
Pericrocotus erythropygius,pericrocotus erythropygius,pericrocotus_erythropygius,-0.39017197774683093,0.9574214783202322,0.2901667219181869,TRUE,TRUE,TRUE,50%
Cercotrichas hartlaubi,cercotrichas hartlaubi,cercotrichas_hartlaubi,0.6128658822540448,-0.8551002635177938,0.290297359942507,TRUE,TRUE,TRUE,50%
Chunga burmeisteri,chunga burmeisteri,chunga_burmeisteri,-1.437275687976054,-0.06763919354938959,0.290385850560698,TRUE,TRUE,TRUE,50%
Apalis alticola,apalis alticola,apalis_alticola,-0.5700410333454095,0.9508129759443206,0.2907029094609518,TRUE,TRUE,TRUE,50%
Cisticola aberdare,cisticola aberdare,cisticola_aberdare,-1.3915427994264749,-0.5249645278235479,0.2907206392510665,TRUE,TRUE,TRUE,50%
Esacus recurvirostris,esacus recurvirostris,esacus_recurvirostris,-0.35434390160390045,0.9576041268170814,0.2914551676050127,TRUE,TRUE,TRUE,50%
Arremon torquatus,arremon torquatus,arremon_torquatus,-1.3002714153474126,0.42792398356472366,0.29181638194071435,TRUE,TRUE,TRUE,50%
Xolmis irupero,xolmis irupero,xolmis_irupero,-1.438902117011652,-0.269285485549007,0.2919176649812492,TRUE,TRUE,TRUE,50%
Mecocerculus hellmayri,mecocerculus hellmayri,mecocerculus_hellmayri,-1.163343227788399,0.6291527185723504,0.29243536117958213,TRUE,TRUE,TRUE,50%
Nyctiphrynus mcleodii,nyctiphrynus mcleodii,nyctiphrynus_mcleodii,-1.1830121651967784,0.6062937054761642,0.2925593263607925,TRUE,TRUE,TRUE,50%
Turnix melanogaster,turnix melanogaster,turnix_melanogaster,-1.435014590389245,-0.3215514957905895,0.29264075651360355,TRUE,TRUE,TRUE,50%
Poicephalus flavifrons,poicephalus flavifrons,poicephalus_flavifrons,0.6297499531081594,-0.8282306780426096,0.29275030768602184,TRUE,TRUE,TRUE,50%
Chlamydera nuchalis,chlamydera nuchalis,chlamydera_nuchalis,0.023499935823172707,0.8514247203486649,0.2928458983739937,TRUE,TRUE,TRUE,50%
Atlapetes melanolaemus,atlapetes melanolaemus,atlapetes_melanolaemus,-0.6916857763551143,0.9307229984228014,0.29303777052875013,TRUE,TRUE,TRUE,50%
Sterna aurantia,sterna aurantia,sterna_aurantia,-0.27931445045923037,0.9514375819300263,0.29306303161410635,TRUE,TRUE,TRUE,50%
Rhynchostruthus louisae,rhynchostruthus louisae,rhynchostruthus_louisae,-1.304769501607214,-0.767782709879826,0.2931867877578625,TRUE,TRUE,TRUE,50%
Heliangelus spencei,heliangelus spencei,heliangelus_spencei,-1.411499599162588,0.14399396675949327,0.2938035487212229,TRUE,TRUE,TRUE,50%
Atlapetes canigenis,atlapetes canigenis,atlapetes_canigenis,-0.9656123636290268,0.8078314877919434,0.2940791429802895,TRUE,TRUE,TRUE,50%
Crinifer zonurus,crinifer zonurus,crinifer_zonurus,0.5972657558859609,-0.9060947199730026,0.29435081740778946,TRUE,TRUE,TRUE,50%
Ploceus golandi,ploceus golandi,ploceus_golandi,0.7157799295114946,-0.15181123853835465,0.29438628077457535,TRUE,TRUE,TRUE,50%
Creatophora cinerea,creatophora cinerea,creatophora_cinerea,-1.4457752504890864,-0.25173751944586675,0.2949341255435167,TRUE,TRUE,TRUE,50%
Paraclaravis mondetoura,paraclaravis mondetoura,paraclaravis_mondetoura,0.3602889035042205,0.6037290734375558,0.29527660618668033,TRUE,TRUE,TRUE,50%
Phyllomyias weedeni,phyllomyias weedeni,phyllomyias_weedeni,0.2845199195408668,0.6783038830877017,0.2954496635897088,TRUE,TRUE,TRUE,50%
Campylorhynchus humilis,campylorhynchus humilis,campylorhynchus_humilis,0.2753653808273362,0.6872279485189501,0.2957561184420201,TRUE,TRUE,TRUE,50%
Tapera naevia,tapera naevia,tapera_naevia,0.7242894929546918,-0.192637219326258,0.29628753870134017,TRUE,TRUE,TRUE,50%
Grallaria hypoleuca,grallaria hypoleuca,grallaria_hypoleuca,0.7051859510544695,-0.6118366244085478,0.29690377986479105,TRUE,TRUE,TRUE,50%
Poospiza nigrorufa,poospiza nigrorufa,poospiza_nigrorufa,-1.3760887820084695,-0.6144297641608099,0.29713285308696885,TRUE,TRUE,TRUE,50%
Coeligena violifer,coeligena violifer,coeligena_violifer,-0.7777263160633168,0.9120677493300379,0.29734288710293655,TRUE,TRUE,TRUE,50%
Zosterops eurycricotus,zosterops eurycricotus,zosterops_eurycricotus,-0.5828381303039207,0.9631202525386489,0.2974290796199043,TRUE,TRUE,TRUE,50%
Cacicus koepckeae,cacicus koepckeae,cacicus_koepckeae,0.5212270523009789,0.401749216952336,0.2975796022743308,TRUE,TRUE,TRUE,50%
Sporophila palustris,sporophila palustris,sporophila_palustris,-1.3974219002784989,-0.5519412423773703,0.29785863901385634,TRUE,TRUE,TRUE,50%
Tangara labradorides,tangara labradorides,tangara_labradorides,0.7349012525416929,-0.30727453565791635,0.29797509391678106,TRUE,TRUE,TRUE,50%
Dendrortyx barbatus,dendrortyx barbatus,dendrortyx_barbatus,-0.9761856438308604,0.8107356317126857,0.29811121496160314,TRUE,TRUE,TRUE,50%
Columba janthina,columba janthina,columba_janthina,0.1320838144399723,0.8012994726130719,0.2981557595074159,TRUE,TRUE,TRUE,50%
Taoniscus nanus,taoniscus nanus,taoniscus_nanus,0.1772732323005099,0.771095095199221,0.2982968373228626,TRUE,TRUE,TRUE,50%
Muscigralla brevicauda,muscigralla brevicauda,muscigralla_brevicauda,-1.3374314901264879,-0.7199852200038519,0.29844667177853745,TRUE,TRUE,TRUE,50%
Atlapetes terborghi,atlapetes terborghi,atlapetes_terborghi,-1.0132010312468465,0.786071192125316,0.29876505616845195,TRUE,TRUE,TRUE,50%
Dumetia hyperythra,dumetia hyperythra,dumetia_hyperythra,-0.16469424182451972,0.9378504912889921,0.2989141482522938,TRUE,TRUE,TRUE,50%
Xenoperdix udzungwensis,xenoperdix udzungwensis,xenoperdix_udzungwensis,-1.041771219239069,0.7646983000888676,0.29904995418173785,TRUE,TRUE,TRUE,50%
Aimophila notosticta,aimophila notosticta,aimophila_notosticta,-1.234602599374243,0.5627581952572778,0.29974181976812886,TRUE,TRUE,TRUE,50%
Malurus elegans,malurus elegans,malurus_elegans,-1.0924708745903688,-1.1007645302781597,0.2997867911397831,TRUE,TRUE,TRUE,50%
Rhynchocyclus fulvipectus,rhynchocyclus fulvipectus,rhynchocyclus_fulvipectus,0.6471221110651947,0.1570896673181245,0.29981965365703367,TRUE,TRUE,TRUE,50%
Euscarthmus rufomarginatus,euscarthmus rufomarginatus,euscarthmus_rufomarginatus,0.4989375298556475,0.4437270873786517,0.299881552201004,TRUE,TRUE,TRUE,50%
Serinus canaria,serinus canaria,serinus_canaria,-1.212493938003422,-0.9508047833925549,0.29993975167495734,TRUE,TRUE,TRUE,50%
Erythrura tricolor,erythrura tricolor,erythrura_tricolor,0.2824630676813559,0.6918284950760202,0.3000654395327467,TRUE,TRUE,TRUE,50%
Acanthiza katherina,acanthiza katherina,acanthiza_katherina,-0.23618288702536652,0.9585088022850049,0.30040229766927234,TRUE,TRUE,TRUE,50%
Apalis chariessa,apalis chariessa,apalis_chariessa,-0.9121950254208324,0.8573288065333319,0.3009868310328821,TRUE,TRUE,TRUE,50%
Chlorochrysa calliparaea,chlorochrysa calliparaea,chlorochrysa_calliparaea,0.7402181581365888,-0.2747833434453782,0.3015176219110603,TRUE,TRUE,TRUE,50%
Scleroptila levaillantii,scleroptila levaillantii,scleroptila_levaillantii,-1.452261789600525,-0.0040839695363614065,0.30155715758295715,TRUE,TRUE,TRUE,50%
Rallus tenuirostris,rallus tenuirostris,rallus_tenuirostris,-1.4052509714257169,0.2240422888311094,0.301717205095789,TRUE,TRUE,TRUE,50%
Sporophila cinnamomea,sporophila cinnamomea,sporophila_cinnamomea,-1.3989308020737097,-0.5713267544540065,0.3017432829005795,TRUE,TRUE,TRUE,50%
Lipaugus ater,lipaugus ater,lipaugus_ater,-0.4057462291253797,0.9828601710940965,0.3022112688741315,TRUE,TRUE,TRUE,50%
Odontophorus balliviani,odontophorus balliviani,odontophorus_balliviani,-0.36376846573933136,0.980816314581681,0.3023845816349304,TRUE,TRUE,TRUE,50%
Metallura iracunda,metallura iracunda,metallura_iracunda,-0.6447402872531881,0.9623729377315534,0.30246180932949,TRUE,TRUE,TRUE,50%
Argya caudata,argya caudata,argya_caudata,-1.452737436240839,0.00782171937499439,0.3025794050426034,TRUE,TRUE,TRUE,50%
Ploceus melanocephalus,ploceus melanocephalus,ploceus_melanocephalus,0.7417243594943302,-0.42692037838620506,0.30299504558848306,TRUE,TRUE,TRUE,50%
Apalis thoracica,apalis thoracica,apalis_thoracica,-1.3951339207354165,0.26361380717465915,0.3030640335070108,TRUE,TRUE,TRUE,50%
Pogonotriccus orbitalis,pogonotriccus orbitalis,pogonotriccus_orbitalis,0.542567735476953,0.38670334929592587,0.30322806182709305,TRUE,TRUE,TRUE,50%
Sterna acuticauda,sterna acuticauda,sterna_acuticauda,-0.29562765629434484,0.9759434500468394,0.3037669880506012,TRUE,TRUE,TRUE,50%
Falco alopex,falco alopex,falco_alopex,0.7158435524102423,-0.6256142169560576,0.30402350501660463,TRUE,TRUE,TRUE,50%
Dendrocopos noguchii,dendrocopos noguchii,dendrocopos_noguchii,0.6169637584976092,0.2534498801453501,0.30508760254329553,TRUE,TRUE,TRUE,50%
Poephila personata,poephila personata,poephila_personata,0.05227779998683287,0.8637738537244457,0.30524308051001114,TRUE,TRUE,TRUE,50%
Creurgops dentatus,creurgops dentatus,creurgops_dentatus,-0.03175388754437734,0.9039946358283817,0.3052818574309981,TRUE,TRUE,TRUE,50%
Eupsittula cactorum,eupsittula cactorum,eupsittula_cactorum,0.7354289764897645,-0.5312818217573287,0.30539619376326155,TRUE,TRUE,TRUE,50%
Antrostomus arizonae,antrostomus arizonae,antrostomus_arizonae,-1.2495662736828235,0.5610584433095299,0.30543981549497545,TRUE,TRUE,TRUE,50%
Cisticola nigriloris,cisticola nigriloris,cisticola_nigriloris,-1.014729634638443,0.8025322161188353,0.3057265058792566,TRUE,TRUE,TRUE,50%
Sporophila ruficollis,sporophila ruficollis,sporophila_ruficollis,-1.4689890609716425,-0.16058823396383418,0.3059085346528566,TRUE,TRUE,TRUE,50%
Phyllastrephus viridiceps,phyllastrephus viridiceps,phyllastrephus_viridiceps,-0.3897397776755428,0.9897497044232637,0.30595433855295373,TRUE,TRUE,TRUE,50%
Galloperdix spadicea,galloperdix spadicea,galloperdix_spadicea,-0.08238288515133835,0.9258813767061633,0.30608857654028543,TRUE,TRUE,TRUE,50%
Zosterops griseovirescens,zosterops griseovirescens,zosterops_griseovirescens,0.33736240932293937,0.6566160337000357,0.3063289512226238,TRUE,TRUE,TRUE,50%
Fulica alai,fulica alai,fulica_alai,0.5511796085829556,-1.0326796699573368,0.3064855126099584,TRUE,TRUE,TRUE,50%
Setophaga subita,setophaga subita,setophaga_subita,0.7491537871527209,-0.4179487236339988,0.30676221264383047,TRUE,TRUE,TRUE,50%
Hesperiphona abeillei,hesperiphona abeillei,hesperiphona_abeillei,-1.031386389026312,0.7937749931216054,0.30719809518488594,TRUE,TRUE,TRUE,50%
Hapalopsittaca melanotis,hapalopsittaca melanotis,hapalopsittaca_melanotis,-0.8508196840264537,0.9034896762042727,0.3073226971622455,TRUE,TRUE,TRUE,50%
Cuculus micropterus,cuculus micropterus,cuculus_micropterus,-0.9442067762718196,0.8538628173715399,0.30745119674218235,TRUE,TRUE,TRUE,50%
Grallaria capitalis,grallaria capitalis,grallaria_capitalis,0.11360114641017865,0.8338458557910656,0.30745133597195584,TRUE,TRUE,TRUE,50%
Selasphorus sasin,selasphorus sasin,selasphorus_sasin,-0.878488292554104,-1.3043822308755635,0.30794163741427383,TRUE,TRUE,TRUE,50%
Anthus sokokensis,anthus sokokensis,anthus_sokokensis,0.6494921918210146,0.19201367935574692,0.3081277095298336,TRUE,TRUE,TRUE,50%
Ptilostomus afer,ptilostomus afer,ptilostomus_afer,0.7512947620171918,-0.4260697342401804,0.30820121733749906,TRUE,TRUE,TRUE,50%
Columbina picui,columbina picui,columbina_picui,-1.462785060466259,-0.3384760291611037,0.3089897903342562,TRUE,TRUE,TRUE,50%
Tyto longimembris,tyto longimembris,tyto_longimembris,-0.6112617962532484,0.98261481251056,0.309030942143384,TRUE,TRUE,TRUE,50%
Colibri coruscans,colibri coruscans,colibri_coruscans,-1.4395551245277656,0.15104248103455217,0.30925442150910115,TRUE,TRUE,TRUE,50%
Stactolaema whytii,stactolaema whytii,stactolaema_whytii,-0.8228201918985318,0.9210102661921334,0.30957948366331206,TRUE,TRUE,TRUE,50%
Peucaea ruficauda,peucaea ruficauda,peucaea_ruficauda,0.3425221209389545,0.6615776248552551,0.3102046788714615,TRUE,TRUE,TRUE,50%
Empidonax affinis,empidonax affinis,empidonax_affinis,-1.212727425897212,0.62638500828379,0.310560102731673,TRUE,TRUE,TRUE,50%
Cinnyris moreaui,cinnyris moreaui,cinnyris_moreaui,-1.0445508077709835,0.7933763935104052,0.31105142970051647,TRUE,TRUE,TRUE,50%
Campethera bennettii,campethera bennettii,campethera_bennettii,-1.4576820693161012,0.08059209476638099,0.31114903499492186,TRUE,TRUE,TRUE,50%
Falcunculus whitei,falcunculus whitei,falcunculus_whitei,0.02923251546677487,0.8887132645161963,0.3113297910497526,TRUE,TRUE,TRUE,50%
Ochthoeca piurae,ochthoeca piurae,ochthoeca_piurae,-1.47838904574258,-0.10906795301585409,0.311571501713429,TRUE,TRUE,TRUE,50%
Anas superciliosa,anas superciliosa,anas_superciliosa,-1.316655052823435,-0.8181117089671444,0.31157202679809304,TRUE,TRUE,TRUE,50%
Entomyzon cyanotis,entomyzon cyanotis,entomyzon_cyanotis,-1.4799319199899643,-0.1307460277233106,0.3121076516349046,TRUE,TRUE,TRUE,50%
Trichoglossus rubritorquis,trichoglossus rubritorquis,trichoglossus_rubritorquis,0.12994228396933455,0.8346267678833375,0.31231836339562313,TRUE,TRUE,TRUE,50%
Tilmatura dupontii,tilmatura dupontii,tilmatura_dupontii,-0.0646230586122664,0.9324138847624921,0.3124591744319456,TRUE,TRUE,TRUE,50%
Ramphomicron microrhynchum,ramphomicron microrhynchum,ramphomicron_microrhynchum,-1.4751116599601704,-0.031167592168187333,0.3124703048298946,TRUE,TRUE,TRUE,50%
